anzsco_code,occupation,task_rank,task
422111,Aboriginal and Torres Strait Islander Education Workers,5,Assists with preparing teaching aids by copying and collating written and printed material.
422111,Aboriginal and Torres Strait Islander Education Workers,6,Distributes and collects lesson material.
422111,Aboriginal and Torres Strait Islander Education Workers,7,"Provides assistance to small groups of aboriginal, torres strait islander and maori students."
422111,Aboriginal and Torres Strait Islander Education Workers,8,"Provides home-school liaison and counselling for aboriginal, torres strait islander and maori students and their families."
451513,Herbalists (Western),1,Interviews clients to work out their needs.
451513,Herbalists (Western),2,"Treats emotional, psychological and physical imbalances of the body, using natural techniques and diagnostic methods."
451513,Herbalists (Western),3,Monitors and corrects imbalances in the body using herbal supplements.
451513,Herbalists (Western),4,Records clients' weight and measurements.
451513,Herbalists (Western),5,Instructs clients on the use of herbal supplements.
451899,Personal Service Workers (not covered elsewhere),1,"Due to the broad range of occupations in this group, there are no common tasks shared amongst jobs."
452211,Bungy Jump Masters,1,Meets members of a tour on arrival and makes introductions.
452211,Bungy Jump Masters,2,Organises and supervises bungy jumping groups.
452211,Bungy Jump Masters,3,"Sets up and maintains equipment, while ensuring that equipment is in safe and working condition."
452211,Bungy Jump Masters,4,Demonstrates and provides instruction in the use of equipment and techniques required for participation.
452211,Bungy Jump Masters,5,"Provides advice on safety measures, while ensuring that activities are conducted in a manner that minimises risk to participants."
452211,Bungy Jump Masters,6,Responds to emergencies by providing first aid assistance and taking appropriate further action if required.
452211,Bungy Jump Masters,7,Answers questions and advises on local interest points within a specific region.
452211,Bungy Jump Masters,8,Maintains written reports of daily activities and carries out other administrative work.
452315,Swimming Coaches and Instructors,1,"Coaches, trains and instructs swimmers by analysing performances and developing abilities."
452315,Swimming Coaches and Instructors,2,"Plans and directs strategies, develops play patterns and analyses game progress."
452315,Swimming Coaches and Instructors,3,Motivates swimmers and supervises practice sessions.
452315,Swimming Coaches and Instructors,4,Recruits swimmers and other coaching staff/instructors.
452315,Swimming Coaches and Instructors,5,Arranges entries into swim competitions.
452315,Swimming Coaches and Instructors,6,Promotes sports and skills development as well as overseeing the participation of young people in swimming.
452315,Swimming Coaches and Instructors,7,"Officiates at sporting events to enforce rules and regulations, liaising with other officials when necessary."
452315,Swimming Coaches and Instructors,8,Co-ordinates and directs swimming activities.
452321,Sports Development Officers,1,"Coaches, trains and instructs sportspersons by analysing performances and developing abilities."
452321,Sports Development Officers,2,"Plans and directs game strategies, develops play patterns and analyses game progress."
452321,Sports Development Officers,3,Motivates sportspersons and supervises practice sessions.
452321,Sports Development Officers,4,Recruits players and other coaching staff.
452321,Sports Development Officers,5,Arranges entries into sporting competitions.
452321,Sports Development Officers,6,Promotes sports and skills development as well as overseeing the participation of young people in sport.
452321,Sports Development Officers,7,"Officiates at sporting events to enforce rules and regulations, liaising with other officials when necessary."
452321,Sports Development Officers,8,Co-ordinates and directs swimming activities.
541111,Call Centre or Contact Centre Team Leaders,1,"Answers incoming calls, emails and messages to assist customers with their specific inquiries."
541111,Call Centre or Contact Centre Team Leaders,2,Identifies requirements and records information into computer systems.
541111,Call Centre or Contact Centre Team Leaders,3,Coaches staff and assists call centre operators to resolve problems and customer inquiries.
541111,Call Centre or Contact Centre Team Leaders,4,Develops rosters and manages staff numbers to meet work flows.
541111,Call Centre or Contact Centre Team Leaders,5,Listens to calls conducted by call centre operators and provides performance feedback.
541111,Call Centre or Contact Centre Team Leaders,6,Monitors and times calls.
541111,Call Centre or Contact Centre Team Leaders,7,Creates further interest in goods and services by offering customers more information about goods and inviting customers to use services on offer.
